ref,title,authors,l_authors,abstract,species,latlong,iconName,year,type,secondary,keywords,l_key,circuit
18,Cerebellar loops with motor cortex and prefrontal cortex of a nonhuman primate,"Kelly, R. M. Strick, P. L.","kelly, r. m. strick, p. l.","We used transneuronal transport of neurotropic viruses to examine the topographic organization of circuits linking the cerebellar cortex with the arm area of the primary motor cortex (M1) and with area 46 in dorsolateral prefrontal cortex of monkeys. Retrograde transneuronal transport of the CVS-11 (challenge virus strain 11) strain of rabies virus in cerebello-thalamocortical pathways revealed that the arm area of M1 receives input from Purkinje cells located primarily in lobules IV-VI of the cerebellar cortex. In contrast, transneuronal transport of rabies from area 46 revealed that it receives input from Purkinje cells located primarily in Crus II of the ansiform lobule. Thus, both M1 and area 46 are the targets of output from the cerebellar cortex. However, the output to each area of the cerebral cortex originates from Purkinje cells in different regions of the cerebellar cortex. Anterograde transneuronal transport of the H129 strain of herpes simplex virus type 1 (HSV1) revealed that neurons in the arm area of M1 project via the pons to granule cells primarily in lobules IV-VI, whereas neurons in area 46 project to granule cells primarily in Crus II. Together, the findings from rabies and HSV1 experiments indicate that the regions of the cerebellar cortex that receive input from M1 are the same as those that project to M1. Similarly, the regions of the cerebellar cortex that receive input from area 46 are the same as those that project to area 46. Thus, our observations suggest that multiple closed-loop circuits represent a fundamental architectural feature of cerebrocerebellar interactions.",primate,"77.370980, -150.178103",large_blue,2003,(Journal Article),J Neurosci,"Animals, Biological Transport, Brain Mapping/methods, Cebus, Cerebellar Nuclei/cytology/virology, Cerebellum/ cytology/virology, Herpesvirus 1, Human/physiology, Motor Cortex/ cytology/virology, Neural Pathways/cytology/virology, Neurons/cytology/virology, Prefrontal Cortex/ cytology/virology, Purkinje Cells/cytology/virology, Rabies virus/physiology, Research Support, U.S. Gov't, Non-P.H.S., Research Support, U.S. Gov't, P.H.S., Thalamus/cytology/virology, Time Factors, ","animals, biological transport, brain mapping/methods, cebus, cerebellar nuclei/cytology/virology, cerebellum/ cytology/virology, herpesvirus 1, human/physiology, motor cortex/ cytology/virology, neural pathways/cytology/virology, neurons/cytology/virology, prefrontal cortex/ cytology/virology, purkinje cells/cytology/virology, rabies virus/physiology, research support, u.s. gov't, non-p.h.s., research support, u.s. gov't, p.h.s., thalamus/cytology/virology, time factors, ",L1-Cortical
62,Single-axon tracing study of corticostriatal projections arising from primary motor cortex in primates,"Parent, M. Parent, A.","parent, m. parent, a.","The axonal projections arising from the forelimb area of the primary motor cortex (M1) in cynomolgus monkeys (Macaca fascicularis) were studied following microiontophoretic injections of biotinylated dextran amine under electrophysiological guidance. The microinjections were centered on layer V, and 42 anterogradely labeled corticofugal axons were reconstructed from serial frontal or sagittal sections with a camera lucida. Our investigation shows that the primate striatum receives both direct and indirect projections from M1. The direct corticostriatal projection is formed by axons that remain uniformly thin and unbranched throughout their sinuous trajectory to the ipsilateral striatum. They divide as they enter the dorsolateral sector of the post-commissural putamen, the so-called sensorimotor striatal territory. The indirect corticostriatal projection derives from a thin collateral emitted within the corona radiata by thick, long-range fibers that descend toward the brainstem. The collateral enters the putamen dorsomedially and remains unbranched until it reaches the dorsolateral sector of the putamen, where it breaks out into two to four axonal branches displaying small and equally spaced varicosities. Both direct and indirect corticostriatal axons branch moderately but occupy vast rostrocaudal striatal territories, where they appear to contact en passant several widely distributed striatal neurons. These findings reveal that, in contrast to current beliefs, the primate motor corticostriatal system is not exclusively formed by axons dedicated solely to the striatum. It also comprises collaterals from long-range corticofugal axons, which can thus provide to the striatum a copy of the neural information that is being conveyed to the brainstem and/or spinal cord.",primate,"80.866174, -106.455983",large_blue,2006,(Journal Article),J Comp Neurol,"Afferent Pathways/ anatomy & histology/metabolism, Animals, Axons/metabolism/ physiology, Biotin/analogs & derivatives/pharmacokinetics, Comparative Study, Corpus Striatum/ cytology/metabolism, Dextrans/pharmacokinetics, Electron Transport Complex IV/ metabolism, Female, Macaca fascicularis, Male, Motor Cortex/ cytology, Neurons/ cytology/physiology, ","afferent pathways/ anatomy & histology/metabolism, animals, axons/metabolism/ physiology, biotin/analogs & derivatives/pharmacokinetics, comparative study, corpus striatum/ cytology/metabolism, dextrans/pharmacokinetics, electron transport complex iv/ metabolism, female, macaca fascicularis, male, motor cortex/ cytology, neurons/ cytology/physiology, ",Cortico-pontine
322,Intrinsic circuit organization of the major layers and sublayers of the dorsolateral prefrontal cortex in the rhesus monkey,"Kritzer, M. F. Goldman-Rakic, P. S.","kritzer, m. f. goldman-rakic, p. s.","Intrinsic connections are likely to play important roles in cognitive information processing in the prefrontal association cortex. To gain insight into the organization of these circuits, intracortical connections of major laminar and sublaminar divisions were retrogradely labeled in Walker's area 9 and 46 in rhesus monkeys by using cholera toxin (B-subunit) conjugated to colloidal gold. Microinjections placed within particular cortical laminae produced unique patterns of retrograde labeling. Injections in layers II/III yielded labeling which was laterally widespread (2-7 mm) in supragranular layers, and more narrowly focused, i.e., conforming to a column, in layers IV-VI. In contrast, local circuits associated with layers IV and Vb displayed a regular, cylindrical organization, whereas intrinsic connections of layer Va were laterally extensive (3-5 mm) in layers III and Va. Finally, injections in layer VI gave rise to a narrow column of cell labeling traversing all layers, augmented by laterally extensive labeling (approximately 7 mm) in layer VI. The intrinsic connections of the prefrontal cortex were arrayed within mediolaterally elongated stripes which were often distributed asymmetrically in either the medial or lateral direction. In addition, labeled cells within these mediolaterally oriented fields were frequently grouped within discrete clusters or narrow bands. The intrinsic connections identified in this study differ from the local circuits of corresponding layers reported for primary visual cortex; the unique intrinsic wiring diagram of the prefrontal cortex may be related to its specialized cognitive and mnemonic functions.",primate,"82.746077, -150.472162",large_blue,1995,(Journal Article),J Comp Neurol,"Animals, Cholera Toxin, Gold Colloid/diagnostic use, Macaca mulatta/ anatomy & histology, Neural Pathways, Prefrontal Cortex/ anatomy & histology/cytology, Pyramidal Cells/cytology, Research Support, U.S. Gov't, P.H.S., Sensitivity and Specificity, ","animals, cholera toxin, gold colloid/diagnostic use, macaca mulatta/ anatomy & histology, neural pathways, prefrontal cortex/ anatomy & histology/cytology, pyramidal cells/cytology, research support, u.s. gov't, p.h.s., sensitivity and specificity, ",Cortico-cortical
323,Intrinsic circuit organization of the major layers and sublayers of the dorsolateral prefrontal cortex in the rhesus monkey,"Kritzer, M. F. Goldman-Rakic, P. S.","kritzer, m. f. goldman-rakic, p. s.","Intrinsic connections are likely to play important roles in cognitive information processing in the prefrontal association cortex. To gain insight into the organization of these circuits, intracortical connections of major laminar and sublaminar divisions were retrogradely labeled in Walker's area 9 and 46 in rhesus monkeys by using cholera toxin (B-subunit) conjugated to colloidal gold. Microinjections placed within particular cortical laminae produced unique patterns of retrograde labeling. Injections in layers II/III yielded labeling which was laterally widespread (2-7 mm) in supragranular layers, and more narrowly focused, i.e., conforming to a column, in layers IV-VI. In contrast, local circuits associated with layers IV and Vb displayed a regular, cylindrical organization, whereas intrinsic connections of layer Va were laterally extensive (3-5 mm) in layers III and Va. Finally, injections in layer VI gave rise to a narrow column of cell labeling traversing all layers, augmented by laterally extensive labeling (approximately 7 mm) in layer VI. The intrinsic connections of the prefrontal cortex were arrayed within mediolaterally elongated stripes which were often distributed asymmetrically in either the medial or lateral direction. In addition, labeled cells within these mediolaterally oriented fields were frequently grouped within discrete clusters or narrow bands. The intrinsic connections identified in this study differ from the local circuits of corresponding layers reported for primary visual cortex; the unique intrinsic wiring diagram of the prefrontal cortex may be related to its specialized cognitive and mnemonic functions.",primate,"83.526275, -148.964816",large_blue,1995,(Journal Article),J Comp Neurol,"Animals, Cholera Toxin, Gold Colloid/diagnostic use, Macaca mulatta/ anatomy & histology, Neural Pathways, Prefrontal Cortex/ anatomy & histology/cytology, Pyramidal Cells/cytology, Research Support, U.S. Gov't, P.H.S., Sensitivity and Specificity, ","animals, cholera toxin, gold colloid/diagnostic use, macaca mulatta/ anatomy & histology, neural pathways, prefrontal cortex/ anatomy & histology/cytology, pyramidal cells/cytology, research support, u.s. gov't, p.h.s., sensitivity and specificity, ",Cortico-cortical
320,Comparative Analysis of Layer-Specific Genes in Mammalian Neocortex,"Watakabe, A. Ichinohe, N. Ohsawa, S. Hashikawa, T. Komatsu, Y. Rockland, K. S. Yamamori, T.","watakabe, a. ichinohe, n. ohsawa, s. hashikawa, t. komatsu, y. rockland, k. s. yamamori, t.","We examined the expression patterns of 4 layer-specific genes in monkey and mouse cortices by fluorescence double in situ hybridization. Based on their coexpression profiles, we were able to distinguish several subpopulations of deep layer neurons. One group was characterized by the expression of ER81 and the lack of Nurr1 mRNAs and mainly localized to layer 5. In monkeys, this neuronal group was further subdivided by 5-HT2C receptor mRNA expression. The 5-HT2C(+)/ER81(+) neurons were located in layer 5B in most cortical areas, but they intruded layer 6 in the primary visual area (V1). Another group of neurons, in monkey layer 6, was characterized by Nurr1 mRNA expression and was further subdivided as Nurr1(+)/connective tissue growth factor (CTGF)(-) and Nurr1(+)/CTGF(+) neurons in layers 6A and 6B, respectively. The Nurr1(+)/CTGF(+) neurons coexpressed ER81 mRNA in monkeys but not in mice. On the basis of tracer injections in 3 monkeys, we found that the Nurr1(+) neurons in layer 6A send some corticocortical, but not corticopulvinar, projections. Although the Nurr1(+)/CTGF(-) neurons were restricted to lateral regions in the mouse cortex, they were present throughout the monkey cortex. Thus, an architectonic heterogeneity across areas and species was revealed for the neuronal subpopulations with distinct gene expression profiles.",primate,"81.576532, -154.197903",large_blue,2006,(Journal Article),Cereb Cortex,,,Cortico-cortical
321,Intrinsic circuit organization of the major layers and sublayers of the dorsolateral prefrontal cortex in the rhesus monkey,"Kritzer, M. F. Goldman-Rakic, P. S.","kritzer, m. f. goldman-rakic, p. s.","Intrinsic connections are likely to play important roles in cognitive information processing in the prefrontal association cortex. To gain insight into the organization of these circuits, intracortical connections of major laminar and sublaminar divisions were retrogradely labeled in Walker's area 9 and 46 in rhesus monkeys by using cholera toxin (B-subunit) conjugated to colloidal gold. Microinjections placed within particular cortical laminae produced unique patterns of retrograde labeling. Injections in layers II/III yielded labeling which was laterally widespread (2-7 mm) in supragranular layers, and more narrowly focused, i.e., conforming to a column, in layers IV-VI. In contrast, local circuits associated with layers IV and Vb displayed a regular, cylindrical organization, whereas intrinsic connections of layer Va were laterally extensive (3-5 mm) in layers III and Va. Finally, injections in layer VI gave rise to a narrow column of cell labeling traversing all layers, augmented by laterally extensive labeling (approximately 7 mm) in layer VI. The intrinsic connections of the prefrontal cortex were arrayed within mediolaterally elongated stripes which were often distributed asymmetrically in either the medial or lateral direction. In addition, labeled cells within these mediolaterally oriented fields were frequently grouped within discrete clusters or narrow bands. The intrinsic connections identified in this study differ from the local circuits of corresponding layers reported for primary visual cortex; the unique intrinsic wiring diagram of the prefrontal cortex may be related to its specialized cognitive and mnemonic functions.",primate,"83.947101, -150.816259",large_blue,1995,(Journal Article),J Comp Neurol,"Animals, Cholera Toxin, Gold Colloid/diagnostic use, Macaca mulatta/ anatomy & histology, Neural Pathways, Prefrontal Cortex/ anatomy & histology/cytology, Pyramidal Cells/cytology, Research Support, U.S. Gov't, P.H.S., Sensitivity and Specificity, ","animals, cholera toxin, gold colloid/diagnostic use, macaca mulatta/ anatomy & histology, neural pathways, prefrontal cortex/ anatomy & histology/cytology, pyramidal cells/cytology, research support, u.s. gov't, p.h.s., sensitivity and specificity, ",Cortico-cortical
326,Laminar specificity of intrinsic connections in Broca's area,"Tardif, E. Probst, A. Clarke, S.","tardif, e. probst, a. clarke, s.","Broca's area and its right hemisphere homologue comprise 2 cytoarchitectonic subdivisions, FDgamma and FCBm of von Economo C and Koskinas GN (1925, Die Cytoarchitektonik der Hirnrinde des erwachsenen Menschen. Vienna/Berlin [Germany]: Springer). We report here on intrinsic connections within these areas, as revealed with biotinylated dextran amine and 1,1'-dioctadecyl-3,3,3',3'-tetramethylindocarbocyanine perchlorate tracing in postmortem human brains. Injections limited to supragranular layers revealed a complex intrinsic network of horizontal connections within layers II and III spreading over several millimeters and to a lesser extent within layers IV, V, and VI. Ninety percent of the retrogradely labeled neurons (n = 734) were in supragranular layers, 4% in layer IV, and 6% in infragranular layers; most were pyramids and tended to be grouped into clusters of approximately 500 microm in diameter. Injections involving layer IV revealed extended horizontal connections within layers I-IV (up to 3.7 mm) and to a lesser extent in layers V and VI. Injections limited to the infragranular layers revealed horizontal connections mainly limited to these layers. Thus, intrinsic connections within Broca's area display a strong laminar specificity. This pattern is very similar in areas FDgamma and FCBm and in the 2 hemispheres.",human,"84.115806, -144.645829",large_blue,2007,(Journal Article),Cerebral Cortex,"Aged, Aged, 80 and over, Female, Frontal Lobe/ cytology, Humans, Male, Nerve Net/ cytology, Neural Pathways/ cytology, ","aged, aged, 80 and over, female, frontal lobe/ cytology, humans, male, nerve net/ cytology, neural pathways/ cytology, ",Cortico-cortical
327,Laminar specificity of intrinsic connections in Broca's area,"Tardif, E. Probst, A. Clarke, S.","tardif, e. probst, a. clarke, s.","Broca's area and its right hemisphere homologue comprise 2 cytoarchitectonic subdivisions, FDgamma and FCBm of von Economo C and Koskinas GN (1925, Die Cytoarchitektonik der Hirnrinde des erwachsenen Menschen. Vienna/Berlin [Germany]: Springer). We report here on intrinsic connections within these areas, as revealed with biotinylated dextran amine and 1,1'-dioctadecyl-3,3,3',3'-tetramethylindocarbocyanine perchlorate tracing in postmortem human brains. Injections limited to supragranular layers revealed a complex intrinsic network of horizontal connections within layers II and III spreading over several millimeters and to a lesser extent within layers IV, V, and VI. Ninety percent of the retrogradely labeled neurons (n = 734) were in supragranular layers, 4% in layer IV, and 6% in infragranular layers; most were pyramids and tended to be grouped into clusters of approximately 500 microm in diameter. Injections involving layer IV revealed extended horizontal connections within layers I-IV (up to 3.7 mm) and to a lesser extent in layers V and VI. Injections limited to the infragranular layers revealed horizontal connections mainly limited to these layers. Thus, intrinsic connections within Broca's area display a strong laminar specificity. This pattern is very similar in areas FDgamma and FCBm and in the 2 hemispheres.",human,"81.895418, -157.897453",large_blue,2007,(Journal Article),Cerebral Cortex,"Aged, Aged, 80 and over, Female, Frontal Lobe/ cytology, Humans, Male, Nerve Net/ cytology, Neural Pathways/ cytology, ","aged, aged, 80 and over, female, frontal lobe/ cytology, humans, male, nerve net/ cytology, neural pathways/ cytology, ",Cortico-cortical
324,Intrinsic Connections in the macaque inferior temporal cortex,"Fujita, I. Fujita, T.","fujita, i. fujita, t.","Intrinsic connections in the inferior temporal cortex were analyzed by making extracellular injections of biocytin in Japanese macaques. Analysis was focused mainly on the dorsal part of area TE, in which a functional columnar organization has been shown. Interlaminar connections were analyzed in coronal section after laminar-specific microinjections, and intralaminar connections were examined from tangential sections. After injections at various depths in the dorsal TE, both axons and cell bodies were strongly labeled above or below the injection site in a columnar appearance. Axons from layer 3 ran in bundles towards the white matter and gave off prominent collaterals in layer 5. Ascending axons from lower to upper layers were also present (e.g., layers 4, 5, and 6 to layer 3). In tangential sections, there were abundant axons running parallel to the pia mater. These horizontal axons, particularly those in layers 2 and 3, produced patches of terminals 0.5 +/- 0.1 mm (mean +/- s.d.) in size and cylindrical in shape, spanning layers 1-3 or even to layers 4 and 5. In the tangential plane, they were distributed in an anisotropic manner around the injection. The farthest patch appeared at 4 mm from the injection site. The center-to-center distance between nearest-neighbor patches was 0.7 +/- 0.3 mm. These patches were found only within the dorsal TE and did not extend into the lower bank of the superior temporal sulcus or into the ventral part of area TE. Area TEO, which is a major afferent source to area TE, had axonal patches with spacing similar to those in area TE but with smaller sizes (0.4 +/- 0.1 mm). The results show that intrinsic horizontal axons both in area TE and in area TEO arborize in a patchy manner, as has been reported for several other cortical areas. In are TE, the size and spacing of the terminal patches match those of columns with similar stimulus selectivity. Thus, these patches may be related to the functional modularity in area TE. Vertical connections across layers and cylindrical patches of horizontal axons most likely contribute to the shared stimulus selectivity among cells within a column.",primate,"84.030393, -146.295462",large_blue,1996,(Journal Article),J Comp Neurol,"Animals, Axons/ultrastructure, Female, Lysine/analogs & derivatives, Macaca/ anatomy & histology, Male, Microinjections, Neural Pathways/anatomy & histology, Neurons/ultrastructure, Research Support, Non-U.S. Gov't, Temporal Lobe/ anatomy & histology, Visual Cortex/ anatomy & histology, ","animals, axons/ultrastructure, female, lysine/analogs & derivatives, macaca/ anatomy & histology, male, microinjections, neural pathways/anatomy & histology, neurons/ultrastructure, research support, non-u.s. gov't, temporal lobe/ anatomy & histology, visual cortex/ anatomy & histology, ",Cortico-cortical
325,Comparison of intrinsic connectivity in different areas of macaque monkey cerebral cortex,"Lund, J. S. Yoshioka, T. Levitt, J. B.","lund, j. s. yoshioka, t. levitt, j. b.","We have used small injections of biocytin to label and compare patterns of intraareal, laterally spreading projections of pyramidal neurons in a number of areas of macaque monkey cerebral cortex. In visual areas (V1, V2, and V4), somatosensory areas (3b, 1, and 2), and motor area 4, a punctate discontinuous pattern of connections is made from 200-microns-diameter biocytin injections in the superficial layers. In prefrontal cortex (areas 9 and 46), stripe-like connectivity patterns are observed. In all areas of cortex examined, the width of the terminal-free gaps is closely scaled to the average diameter of terminal patches, or width of terminal stripes. In addition, both patch and gap dimensions match the average lateral spread of the dendritic field of single pyramidal neurons in the superficial layers of the same cortical region. These architectural features of the connectional mosaics are constant despite a twofold difference in scale across cortical areas and different species. They therefore appear to be fundamental features of cortical organization. A model is offered in which local circuit inhibitory ""basket"" interneurons, activated at the same time as excitatory pyramidal neurons, could veto pyramidal neuron connections within either circular or stripe-like domains; this could lead to the formation of the pattern of lateral connections observed in this study, and provides a framework for further theoretical studies of cerebral cortex function.",primate,"84.007278, -143.295300",large_blue,1993,(Journal Article),Cereb Cortex,"Animals, Brain Mapping, Cerebral Cortex/ physiology/ultrastructure, Dendrites/ultrastructure, Frontal Lobe/physiology, Lysine/analogs & derivatives, Motor Cortex/physiology, Neural Pathways/physiology, Neurons/ultrastructure, Somatosensory Cortex/physiology, Visual Cortex/physiology, ","animals, brain mapping, cerebral cortex/ physiology/ultrastructure, dendrites/ultrastructure, frontal lobe/physiology, lysine/analogs & derivatives, motor cortex/physiology, neural pathways/physiology, neurons/ultrastructure, somatosensory cortex/physiology, visual cortex/physiology, ",Cortico-cortical
328,Callosal projections from area SII to SI in monkeys: anatomical organization and comparison with association projections,"Manzoni, T. Conti, F. Fabri, M.","manzoni, t. conti, f. fabri, m.","The present research was aimed at ascertaining in the macaque monkey the reciprocity of the heterotopical callosal connections between SI and SII, with particular regard to the connectivity of the hand representation, and at comparing the topographical and laminar pattern of these callosal connections with those of association connections entertained by these areas. Horseradish peroxidase (HRP) was unilaterally injected into area SI in five monkeys. The sites of HRP delivery included the trunk and the hand zones preliminarily identified by recording multi-unit responses to peripheral stimulation by means of microelectrodes. Anterograde and retrograde labelling was studied in SII of both sides. The results showed the complete reciprocity of the heterotopical callosal connections between SI and SII. In the latter area both callosal axon terminals and neurones were found, which were labelled from either the trunk or the hand zone of contralateral SI. Labelling of callosal axon terminals occurred mainly in layer IV and in the lowermost part of layer III. Labelled callosal neurones were mainly in the lower half of layer III, whereas few occurred in infragranular layers. Topographically, the distribution of callosal terminals and cell bodies duplicated the distribution of association terminals and cell bodies labelled in SII on the side ipsilateral to HRP injection. The laminar pattern of termination of association fibres from SI was similar to that of callosal fibres. However, the distribution of association-projecting neurones in SII showed a striking difference from that of callosal-projecting neurones. Unlike the latter neurones, which were mainly located in supragranular layers, association cell bodies overwhelmingly dwelt in layers V and VI and were less numerous in layers II and III. This laminar pattern of association SII-SI cells corresponds to the ""feed-backward"" model and fits the laminar pattern of their axon terminations (Friedman: Brain Res. 273: 147-151, '83). The association and callosal inputs and outputs of area SII are discussed in relation to the function of the forward and backward type of reciprocal connections entertained with SI in the ipsilateral hemisphere and to the function of SII in the interhemispheric exchange of somatosensory information.",primate,"83.358204, -170.953032",large_blue,1986,(Journal Article),J Comp Neurol,"Animals, Association, Cats, Corpus Callosum/ anatomy & histology/physiology, Macaca fascicularis, Mammals, Models, Neurological, Sensation/physiology, Somatosensory Cortex/ anatomy & histology/physiology, Species Specificity, ","animals, association, cats, corpus callosum/ anatomy & histology/physiology, macaca fascicularis, mammals, models, neurological, sensation/physiology, somatosensory cortex/ anatomy & histology/physiology, species specificity, ",Cortico-cortical
329,Parallel organization of contralateral and ipsilateral prefrontal cortical projections in the rhesus monkey,"Barbas, H. Hilgetag, C. C. Saha, S. Dermon, C. R. Suski, J. L.","barbas, h. hilgetag, c. c. saha, s. dermon, c. r. suski, j. l.","The neocortical commissures have a fundamental role in functional integration across the cerebral hemispheres. We investigated whether commissural projections in prefrontal cortices are organized according to the same or different rules as those within the same hemisphere, by quantitatively comparing density, topography, and laminar origin of contralateral and ipsilateral projections, labeled after unilateral injection of retrograde tracers in prefrontal areas.",primate,"80.816729, -171.854061",large_blue,2005,(Journal Article),BMC Neurosci,"Animals, Comparative Study, Laterality/ physiology, Macaca mulatta, Neural Pathways/physiology, Prefrontal Cortex/ physiology, Research Support, U.S. Gov't, P.H.S., ","animals, comparative study, laterality/ physiology, macaca mulatta, neural pathways/physiology, prefrontal cortex/ physiology, research support, u.s. gov't, p.h.s., ",Cortico-cortical
201,"Areal differences in the laminar distribution of thalamic afferents in cortical fields of the insular, parietal and temporal regions of primates","Jones, E. G. Burton, H.","jones, e. g. burton, h.","A cytoarchitectonic parcellation has been made of the cortex of the insula and of the adjoining parts of the temporal and parietal lobes in rhesus and squirrel monkeys. In conjunction with this, the intracortical distribution of the thalamo-cortical fibers has been studied by the autoradiographic tracing technique. There is a systematic change in the density, laminar distribution and general character of the intracortical thalamic afferent plexus which seems to follow, in particular, the progressive differentiation of cortical layering that occurs in moving from insular through granular to homotypical cortex. In the dysgranular and granular insular areas in which cortical lamination is indistinct, the thalamic plexus as demonstrated autoradiographically is sparse and extends through much of layers III and IV. In the granular cortex (areas 3b and AI), the thalamic plexus is densest and coarsest; it fills all of layers IV and IIIB and extends into layer IIIA. In the ""second"" and ""third"" sensory areas, such as the second somatic sensory and many of the auditory fields, the density of the plexus and its coarseness diminish slightly and the deeper half of layer IV becomes free of terminals. In the homotypical cortex, the plexus becomes sparser, finer and strictly confined to layer IIIB. In many areas there are additional indications of thalamic terminations in deeper layers. Where layers V and VI are not divided into sublaminae (e.g.,in areas 3b and AI) there is labeling of the superficial half of layer VI. Where layers V and VI become subdivided in the homotypical cortex, the auditory and adjacent fields were only observed in cases in which the magnocellular nucleus of the medial geniculate body was involved by the injection of isotope. The boundaries of the cortical projection fields of individual thalamic nuclei, as determined autoradiographically, are remarkably sharp and invariably coincide with a sharp architectonic boundary or with a zone of maximal cytoarchitectonic change. Zones of apparent architectonic transition never showed overlap of thalamic afferents emanating from more than one nucleus. These results raise for discussion the significance of architectonic structure in relation to cortical connectivity and have a bearing upon those studies that have attempted to relate the terminals of thalamic afferents to particular classes of cortical neuron.",primate,"82.330522, -131.091902",large_blue,1976,(Journal Article),J Comp Neurol,"Animals, Auditory Cortex/cytology, Brain Mapping, Cell Count, Cerebral Cortex/ cytology, Geniculate Bodies/cytology, Haplorhini, Macaca mulatta, Neural Pathways, Neurons/ cytology, Neurons, Afferent/ cytology, Parietal Lobe/ cytology, Research Support, U.S. Gov't, P.H.S., Saimiri, Temporal Lobe/ cytology, Thalamus/ cytology, ","animals, auditory cortex/cytology, brain mapping, cell count, cerebral cortex/ cytology, geniculate bodies/cytology, haplorhini, macaca mulatta, neural pathways, neurons/ cytology, neurons, afferent/ cytology, parietal lobe/ cytology, research support, u.s. gov't, p.h.s., saimiri, temporal lobe/ cytology, thalamus/ cytology, ",Cortico-thalamo-cortical
200,"Areal differences in the laminar distribution of thalamic afferents in cortical fields of the insular, parietal and temporal regions of primates","Jones, E. G. Burton, H.","jones, e. g. burton, h.","A cytoarchitectonic parcellation has been made of the cortex of the insula and of the adjoining parts of the temporal and parietal lobes in rhesus and squirrel monkeys. In conjunction with this, the intracortical distribution of the thalamo-cortical fibers has been studied by the autoradiographic tracing technique. There is a systematic change in the density, laminar distribution and general character of the intracortical thalamic afferent plexus which seems to follow, in particular, the progressive differentiation of cortical layering that occurs in moving from insular through granular to homotypical cortex. In the dysgranular and granular insular areas in which cortical lamination is indistinct, the thalamic plexus as demonstrated autoradiographically is sparse and extends through much of layers III and IV. In the granular cortex (areas 3b and AI), the thalamic plexus is densest and coarsest; it fills all of layers IV and IIIB and extends into layer IIIA. In the ""second"" and ""third"" sensory areas, such as the second somatic sensory and many of the auditory fields, the density of the plexus and its coarseness diminish slightly and the deeper half of layer IV becomes free of terminals. In the homotypical cortex, the plexus becomes sparser, finer and strictly confined to layer IIIB. In many areas there are additional indications of thalamic terminations in deeper layers. Where layers V and VI are not divided into sublaminae (e.g.,in areas 3b and AI) there is labeling of the superficial half of layer VI. Where layers V and VI become subdivided in the homotypical cortex, the auditory and adjacent fields were only observed in cases in which the magnocellular nucleus of the medial geniculate body was involved by the injection of isotope. The boundaries of the cortical projection fields of individual thalamic nuclei, as determined autoradiographically, are remarkably sharp and invariably coincide with a sharp architectonic boundary or with a zone of maximal cytoarchitectonic change. Zones of apparent architectonic transition never showed overlap of thalamic afferents emanating from more than one nucleus. These results raise for discussion the significance of architectonic structure in relation to cortical connectivity and have a bearing upon those studies that have attempted to relate the terminals of thalamic afferents to particular classes of cortical neuron.",primate,"83.642522, -131.650007",large_blue,1976,(Journal Article),J Comp Neurol,"Animals, Auditory Cortex/cytology, Brain Mapping, Cell Count, Cerebral Cortex/ cytology, Geniculate Bodies/cytology, Haplorhini, Macaca mulatta, Neural Pathways, Neurons/ cytology, Neurons, Afferent/ cytology, Parietal Lobe/ cytology, Research Support, U.S. Gov't, P.H.S., Saimiri, Temporal Lobe/ cytology, Thalamus/ cytology, ","animals, auditory cortex/cytology, brain mapping, cell count, cerebral cortex/ cytology, geniculate bodies/cytology, haplorhini, macaca mulatta, neural pathways, neurons/ cytology, neurons, afferent/ cytology, parietal lobe/ cytology, research support, u.s. gov't, p.h.s., saimiri, temporal lobe/ cytology, thalamus/ cytology, ",Cortico-thalamo-cortical
